คำ	ว	มว	พญ	สร	วณ
ชายพก	5	5	4	1	0
ชาวเล	5	5	3	2	0
ชาเยศ	5	5	3	2	0
ชำงัด	5	5	3	2	0
ชำงาย	5	5	3	2	0
ชำงือ	5	5	3	2	0
ชำนรร	5	5	4	1	0
ชำนัญ	5	5	3	2	0
ชำนัน	5	5	3	2	0
ชำนาญ	5	5	3	2	0
ชำรุด	5	5	3	2	0
ชำเรา	5	5	2	3	0
ชำแรก	5	5	3	2	0
ชำแระ	5	5	2	3	0
ช่ำใจ	5	5	2	2	1
ช้ำใน	5	5	2	2	1
ชิขัก	5	5	3	2	0
ชิงคม	5	5	4	1	0
ชิณณะ	5	5	3	2	0
ชินชา	5	5	3	2	0
ชินโต	5	5	3	2	0
ชิรณ-	5	5	3	1	0
ชิรณะ	5	5	3	2	0
ชิวหา	5	5	3	2	0
ชีต้น	5	5	3	1	1
ชี้นำ	5	5	2	2	1
ชีพจร	5	5	4	1	0
ชีพิต	5	5	3	2	0
ชีพุก	5	5	3	2	0
ชีฟอง	5	5	4	1	0
ชีมืด	5	5	3	2	0
ชีรณ-	5	5	3	1	0
ชีรณะ	5	5	3	2	0
ชีลาว	5	5	3	2	0
ชีวัง	5	5	3	2	0
ชีวัน	5	5	3	2	0
ชีวิต	5	5	3	2	0
ชีวิน	5	5	3	2	0
ชุกชี	5	5	3	2	0
ชุณห-	5	5	3	1	0
ชุบชู	5	5	3	2	0
ชุมชน	5	5	4	1	0
ชุมพร	5	5	4	1	0
ชุมพล	5	5	4	1	0
ชุมพา	5	5	3	2	0
ชุษณ-	5	5	3	1	0
ชุษณะ	5	5	3	2	0
ชูชีพ	5	5	3	2	0
ชูโรง	5	5	3	2	0
ชเลจร	5	5	4	1	0
ชโลทร	5	5	4	1	0
เชยชม	5	5	4	1	0
เชราะ	5	5	2	3	0
เชริด	5	5	3	2	0
เชษฐ-	5	5	3	1	0
เชษฐะ	5	5	3	2	0
เชษฐา	5	5	3	2	0
เชาว์	5	5	2	2	0
เชิ้ต	5	5	2	2	1
เชียง	5	5	3	2	0
เชียด	5	5	3	2	0
เชียบ	5	5	3	2	0
เชียร	5	5	3	2	0
เชียว	5	5	3	2	0
เชื่อ	5	5	2	2	1
เชือก	5	5	3	2	0
เชือด	5	5	3	2	0
เชือน	5	5	3	2	0
แชงมา	5	5	3	2	0
แชล่ม	5	5	3	1	1
แชสซี	5	5	3	2	0
โชก ๆ	5	4	2	2	0
โชฎึก	5	5	3	2	0
โชดึก	5	5	3	2	0
โชตกะ	5	5	3	2	0
โชติ-	5	5	2	2	0
โชโหว	5	5	3	2	0
ใช้บน	5	5	3	1	1
ใช้ใบ	5	5	2	2	1
ไชโป๊	5	5	2	2	1
ซบเซา	5	5	3	2	0
ซมซาน	5	5	4	1	0
ซวดเซ	5	5	4	1	0
ซวนเซ	5	5	4	1	0
ซอยผม	5	5	5	0	0
ซออู้	5	5	3	1	1
ซอโอก	5	5	4	1	0
ซะซิบ	5	5	3	2	0
ซัดยา	5	5	3	2	0
ซัดเซ	5	5	3	2	0
ซับใน	5	5	3	2	0
ซัลฟา	5	5	3	2	0
ซากศพ	5	5	4	1	0
ซานซม	5	5	4	1	0
ซิก ๆ	5	4	2	2	0
ซิกข์	5	5	3	1	0
ซินแส	5	5	3	2	0
ซิบ ๆ	5	4	2	2	0
ซีนอน	5	5	4	1	0
ซุกซน	5	5	4	1	0
ซู่ ๆ	5	4	1	2	1
เซซัง	5	5	3	2	0
เซตผม	5	5	4	1	0
เซราะ	5	5	2	3	0
เซลล์	5	5	3	1	0
เซียน	5	5	3	2	0
เซียบ	5	5	3	2	0
เซียว	5	5	3	2	0
เซือม	5	5	3	2	0
แซยิด	5	5	3	2	0
ไซเรน	5	5	3	2	0
ฌาปน-	5	5	3	1	0
ญญ่าย	5	5	3	1	1
ญวนหก	5	5	5	0	0
ญัตติ	5	5	3	2	0
ญาติ-	5	5	2	2	0
ฐากูร	5	5	3	2	0
ฐาปน-	5	5	3	1	0
ฐาปนา	5	5	3	2	0
ฑังสะ	5	5	3	2	0
ณรงค์	5	5	4	0	0
ด๊ก ๆ	5	4	2	1	1
ดงดาน	5	5	4	1	0
ดงดิบ	5	5	4	1	0
ดงดึก	5	5	4	1	0
ดงวาย	5	5	4	1	0
ดนตรี	5	5	4	1	0
ดนโด่	5	5	3	1	1
ดรงค์	5	5	4	0	0
ดรธาน	5	5	4	1	0
ดรุณี	5	5	3	2	0
ดลภาค	5	5	4	1	0
ดวงตา	5	5	4	1	0
ดวงใจ	5	5	4	1	0
ดอกผล	5	5	5	0	0
ดองยา	5	5	4	1	0
ดัก ๆ	5	4	2	2	0
ดักคอ	5	5	4	1	0
ดักดน	5	5	4	1	0
ดักษก	5	5	4	1	0
ดังฤๅ	5	5	3	2	0
ดัชนี	5	5	3	2	0
ดัดตน	5	5	4	1	0
ดัตช์	5	5	3	1	0
ดับลม	5	5	4	1	0
ดัมพ์	5	5	3	1	0
ดัสกร	5	5	4	1	0
ดาด ๆ	5	4	2	2	0
ดาดาษ	5	5	3	2	0
ด่าทอ	5	5	3	1	1
ดามพ-	5	5	3	1	0
ดามพ์	5	5	3	1	0
ดามระ	5	5	3	2	0
ดารกะ	5	5	3	2	0
ดารณี	5	5	3	2	0
ดาลัด	5	5	3	2	0
ดาวตก	5	5	4	1	0
ดาวบส	5	5	4	1	0
ดาษดา	5	5	3	2	0
ดาสวน	5	5	4	1	0
ดาหลา	5	5	3	2	0
ดำดิน	5	5	3	2	0
ดำนาณ	5	5	3	2	0
ดำนาน	5	5	3	2	0
ดำน้ำ	5	5	2	2	1
ดำปืน	5	5	3	2	0
ดำพอง	5	5	4	1	0
ดำรวจ	5	5	4	1	0
ดำรัส	5	5	3	2	0
ดำหนิ	5	5	3	2	0
ดำหัว	5	5	3	2	0
ดำอวด	5	5	4	1	0
ดำแคง	5	5	3	2	0
ดำแดง	5	5	3	2	0
ดำแลง	5	5	3	2	0
ดำโพง	5	5	3	2	0
ดิก ๆ	5	4	2	2	0
ดิฉัน	5	5	3	2	0
ดิตถ์	5	5	3	1	0
ดินดำ	5	5	3	2	0
ดินสอ	5	5	4	1	0
ดินหู	5	5	3	2	0
ดิบดี	5	5	3	2	0
ดิษฐ์	5	5	3	1	0
ดีฉัน	5	5	3	2	0
ดีฉาน	5	5	3	2	0
ดีบัว	5	5	3	2	0
ดีบุก	5	5	3	2	0
ดีปลี	5	5	3	2	0
ดีฝ่อ	5	5	3	1	1
ดีหมี	5	5	3	2	0
ดีหลี	5	5	3	2	0
ดีหิน	5	5	3	2	0
ดีเซล	5	5	3	2	0
ดีแตก	5	5	3	2	0
ดึงสะ	5	5	3	2	0
ดุดัน	5	5	3	2	0
ดุบ ๆ	5	4	2	2	0
ดุรคะ	5	5	3	2	0
ดุลย-	5	5	3	1	0
ดุษฎี	5	5	3	2	0
ดุษณี	5	5	3	2	0
ดุษิต	5	5	3	2	0
ดุสิต	5	5	3	2	0
ดูกอง	5	5	4	1	0
ดูดาย	5	5	3	2	0
ดูดู๋	5	5	2	2	1
ดูถูก	5	5	3	2	0
ดูหรู	5	5	3	2	0
ดูเบา	5	5	2	3	0
เดชนะ	5	5	3	2	0
เดชน์	5	5	3	1	0
เดนคน	5	5	4	1	0
เดี้ย	5	5	2	2	1
เดียง	5	5	3	2	0
เดียด	5	5	3	2	0
เดียร	5	5	3	2	0
เดียว	5	5	3	2	0
เดียะ	5	5	2	3	0
เดื่อ	5	5	2	2	1
เดือก	5	5	3	2	0
เดือด	5	5	3	2	0
เดือน	5	5	3	2	0
เดือย	5	5	3	2	0
แดกงา	5	5	3	2	0
แดดาล	5	5	3	2	0
แดยัน	5	5	3	2	0
โดด ๆ	5	4	2	2	0
โดนดี	5	5	3	2	0
โดรณะ	5	5	3	2	0
ได้ที	5	5	2	2	1
ได้ใจ	5	5	2	2	1
ตกกระ	5	5	4	1	0
ตกขอบ	5	5	5	0	0
ตกขาว	5	5	4	1	0
ตกขุย	5	5	4	1	0
ตกงาน	5	5	4	1	0
ตกดิน	5	5	4	1	0
ตกต่ำ	5	5	3	1	1
ตกทอง	5	5	5	0	0
ตกทอด	5	5	5	0	0
ตกผ้า	5	5	3	1	1
ตกฟอง	5	5	5	0	0
ตกฟาก	5	5	4	1	0
ตกมัน	5	5	4	1	0
ตกมูก	5	5	4	1	0
ตกยาก	5	5	4	1	0
ตกลึก	5	5	4	1	0
ตกลูก	5	5	4	1	0
ตกว่า	5	5	3	1	1
ตกศึก	5	5	4	1	0
ตกหมก	5	5	5	0	0
ตกอับ	5	5	4	1	0
ตกแสก	5	5	4	1	0
ต๊กโต	5	5	3	1	1
ตงฉิน	5	5	4	1	0
ตงุ่น	5	5	3	1	1
ตจสาร	5	5	4	1	0
ตติย-	5	5	3	1	0
ตถาคต	5	5	4	1	0
ต้นกล	5	5	4	0	1
ต้นคอ	5	5	4	0	1
ต้นตอ	5	5	4	0	1
ต้นบท	5	5	4	0	1
ต้นหน	5	5	4	0	1
ตบมือ	5	5	4	1	0
ตบยุง	5	5	4	1	0
ต้มยำ	5	5	3	1	1
ตยาคี	5	5	3	2	0
ตยุติ	5	5	3	2	0
ตรง ๆ	5	4	3	1	0
ตรมวล	5	5	5	0	0
ตรรก-	5	5	4	0	0
ตรรกะ	5	5	4	1	0
ตรลอด	5	5	5	0	0
ตรลาด	5	5	4	1	0
ตระกล	5	5	4	1	0
ตระดก	5	5	4	1	0
ตระบก	5	5	4	1	0
ตระอร	5	5	4	1	0
ตระไน	5	5	3	2	0
ตราชู	5	5	3	2	0
ตรีทศ	5	5	4	1	0
ตรีบถ	5	5	4	1	0
ตรีภพ	5	5	4	1	0
ตรีศก	5	5	4	1	0
ตรุณะ	5	5	3	2	0
ตฤษณา	5	5	4	1	0
ตลบนก	5	5	5	0	0
ตลิ่ง	5	5	3	1	1
ต่อกร	5	5	4	0	1
ต่อตา	5	5	3	1	1
ต่อตี	5	5	3	1	1
ตอม่อ	5	5	4	0	1
ต้อลม	5	5	4	0	1
ตอเบา	5	5	3	2	0
ตอแหล	5	5	4	1	0
ตะกรน	5	5	4	1	0
ตะกละ	5	5	3	2	0
ตะกวด	5	5	4	1	0
ตะกอน	5	5	4	1	0
ตะกัง	5	5	3	2	0
ตะกาง	5	5	3	2	0
ตะกาด	5	5	3	2	0
ตะกาย	5	5	3	2	0
ตะกาว	5	5	3	2	0
ตะกุย	5	5	3	2	0
ตะกูด	5	5	3	2	0
ตะขาบ	5	5	3	2	0
ตะคอก	5	5	4	1	0
ตะคัน	5	5	3	2	0
ตะค้า	5	5	2	2	1
ตะคาก	5	5	3	2	0
ตะคาง	5	5	3	2	0
ตะคิว	5	5	3	2	0
ตะติน	5	5	3	2	0
ตะนอย	5	5	4	1	0
ตะนาว	5	5	3	2	0
ตะบอง	5	5	4	1	0
ตะบอย	5	5	4	1	0
ตะบัน	5	5	3	2	0
ตะบิด	5	5	3	2	0
ตะบึง	5	5	3	2	0
ตะบูน	5	5	3	2	0
ตะพอง	5	5	4	1	0
ตะพัก	5	5	3	2	0
ตะพัง	5	5	3	2	0
ตะพัด	5	5	3	2	0
ตะพาก	5	5	3	2	0
ตะพาน	5	5	3	2	0
ตะพาบ	5	5	3	2	0
ตะพาย	5	5	3	2	0
ตะพึด	5	5	3	2	0
ตะม่อ	5	5	3	1	1
ตะมอย	5	5	4	1	0
ตะรัง	5	5	3	2	0
ตะราง	5	5	3	2	0
ตะลอง	5	5	4	1	0
ตะลอน	5	5	4	1	0
ตะลาน	5	5	3	2	0
ตะลิบ	5	5	3	2	0
ตะลึง	5	5	3	2	0
ตะลุง	5	5	3	2	0
ตะลุย	5	5	3	2	0
ตะวัน	5	5	3	2	0
ตะวาง	5	5	3	2	0
ตะเข้	5	5	2	2	1
ตะเฆ่	5	5	2	2	1
ตะเภา	5	5	2	3	0
ตะเลง	5	5	3	2	0
ตะเวน	5	5	3	2	0
ตะแคง	5	5	3	2	0
ตะแง้	5	5	2	2	1
ตะแบก	5	5	3	2	0
ตะแบง	5	5	3	2	0
ตะโกก	5	5	3	2	0
ตะโกน	5	5	3	2	0
ตะโขง	5	5	3	2	0
ตะโบม	5	5	3	2	0
ตะโพก	5	5	3	2	0
ตะโพง	5	5	3	2	0
ตะโพน	5	5	3	2	0
ตะใภ้	5	5	2	2	1
ตะไกร	5	5	3	2	0
ตักกะ	5	5	3	2	0
ตังเก	5	5	3	2	0
ตังเม	5	5	3	2	0
ตัจฉก	5	5	4	1	0
ตัณหา	5	5	3	2	0
ตัดบท	5	5	4	1	0
ตัดใจ	5	5	3	2	0
ตัตว-	5	5	3	1	0
ตัถย์	5	5	3	1	0
ตันติ	5	5	3	2	0
ตัวดี	5	5	3	2	0
ตัวนำ	5	5	3	2	0
ตัวโค	5	5	3	2	0
ตากตน	5	5	4	1	0
ตาขาว	5	5	3	2	0
ตางัว	5	5	3	2	0
ตาตี่	5	5	2	2	1
ตาทวด	5	5	4	1	0
ตาทัพ	5	5	3	2	0
ตานนม	5	5	4	1	0
ตานหก	5	5	4	1	0
ตาน้ำ	5	5	2	2	1
ตาบอด	5	5	4	1	0
ตาปลา	5	5	3	2	0
ตาฝาด	5	5	3	2	0
ตาพอง	5	5	4	1	0
ตาฟาง	5	5	3	2	0
ตามที	5	5	3	2	0
ตามพ-	5	5	3	1	0
ตามพะ	5	5	3	2	0
ตามมี	5	5	3	2	0
ตามิน	5	5	3	2	0
ตามใจ	5	5	3	2	0
ตามไฟ	5	5	3	2	0
ตายใจ	5	5	3	2	0
ตาราง	5	5	3	2	0
ตาลอย	5	5	4	1	0
ตาลาน	5	5	3	2	0
ตาลาย	5	5	3	2	0
ตาลุก	5	5	3	2	0
ตาวาว	5	5	3	2	0
ตาหนู	5	5	3	2	0
ตาหยี	5	5	3	2	0
ตาเอก	5	5	3	2	0
ตาแฉะ	5	5	2	3	0
ตาแดง	5	5	3	2	0
ตาแมว	5	5	3	2	0
ตาแวว	5	5	3	2	0
ตาโถง	5	5	3	2	0
ตาโศก	5	5	3	2	0
ตาไก่	5	5	2	2	1
ต่ำตน	5	5	3	1	1
ตำนาน	5	5	3	2	0
ตำรวจ	5	5	4	1	0
ตำรับ	5	5	3	2	0
ตำลึง	5	5	3	2	0
ตำส้ม	5	5	3	1	1
ตำหนิ	5	5	3	2	0
ตำหระ	5	5	3	2	0
ตำเสา	5	5	2	3	0
ติงส-	5	5	3	1	0
ติด ๆ	5	4	2	2	0
ติดจะ	5	5	3	2	0
ติดตา	5	5	3	2	0
ติดลบ	5	5	4	1	0
ติดลม	5	5	4	1	0
ติดใจ	5	5	3	2	0
ติดไฟ	5	5	3	2	0
ติตถะ	5	5	3	2	0
ตีกาก	5	5	3	2	0
ตีกิน	5	5	3	2	0
ตีคู่	5	5	2	2	1
ตีจาก	5	5	3	2	0
ตีชิง	5	5	3	2	0
ตีทอง	5	5	4	1	0
ตีนกา	5	5	3	2	0
ตีนจก	5	5	4	1	0
ตีนนก	5	5	4	1	0
ตีนผี	5	5	3	2	0
ตีป่า	5	5	2	2	1
ตีปีก	5	5	3	2	0
ตีมอง	5	5	4	1	0
ตีรถะ	5	5	3	2	0
ตีรวน	5	5	4	1	0
ตีสาย	5	5	3	2	0
ตีอวน	5	5	4	1	0
ตีแตะ	5	5	2	3	0
ตีแผ่	5	5	2	2	1
ตีโต้	5	5	2	2	1
ตีไก่	5	5	2	2	1
ตึก ๆ	5	4	2	2	0
ตึง ๆ	5	4	2	2	0
ตึตัง	5	5	3	2	0
ตุตัง	5	5	3	2	0
ตุบ ๆ	5	4	2	2	0
ตุมพะ	5	5	3	2	0
ตุรคะ	5	5	3	2	0
ตุลสิ	5	5	3	2	0
ตูข้า	5	5	2	2	1
ตูม ๆ	5	4	2	2	0
ตูมกา	5	5	3	2	0
ตูหนา	5	5	3	2	0
ตโมหร	5	5	4	1	0
เตร็ด	5	5	3	2	0
เตรตา	5	5	3	2	0
เตริง	5	5	3	2	0
เตลิด	5	5	3	2	0
เตว็ด	5	5	3	2	0
เตะตา	5	5	2	3	0
เตาอบ	5	5	3	2	0
เต๊าะ	5	5	1	3	1
เตาไฟ	5	5	2	3	0
เติ่ง	5	5	2	2	1
เตี้ย	5	5	2	2	1
เตียง	5	5	3	2	0
เตียน	5	5	3	2	0
เตียบ	5	5	3	2	0
เตียว	5	5	3	2	0
เตื้อ	5	5	2	2	1
เตือน	5	5	3	2	0
แต่ ๆ	5	4	1	2	1
แตกคอ	5	5	4	1	0
แตงเม	5	5	3	2	0
แตรวง	5	5	4	1	0
แต่ละ	5	5	2	2	1
โตมร-	5	5	3	1	0
โต้โผ	5	5	2	2	1
ไตปลา	5	5	3	2	0
ไตรทศ	5	5	4	1	0
ไตรภพ	5	5	4	1	0
ไต้ไฟ	5	5	2	2	1
ถดถอย	5	5	5	0	0
ถมถืด	5	5	4	1	0
ถมทอง	5	5	5	0	0
ถมปัด	5	5	4	1	0
ถลำใจ	5	5	3	2	0
ถอดยศ	5	5	5	0	0
ถอดสี	5	5	4	1	0
ถอดใจ	5	5	4	1	0
ถอนใจ	5	5	4	1	0
ถอยฉะ	5	5	4	1	0
ถอยถด	5	5	5	0	0
ถอยรถ	5	5	5	0	0
ถะกัด	5	5	3	2	0
ถะถับ	5	5	3	2	0
ถะโกน	5	5	3	2	0
ถับ ๆ	5	4	2	2	0
ถัมภ์	5	5	3	1	0
ถามนำ	5	5	3	2	0
ถาวร-	5	5	3	1	0
ถาโถม	5	5	3	2	0
ถ้ำชา	5	5	2	2	1
ถี่ ๆ	5	4	1	2	1
ถีบรถ	5	5	4	1	0
ถึงใจ	5	5	3	2	0
ถือดี	5	5	3	2	0
ถือพล	5	5	4	1	0
ถือยศ	5	5	4	1	0
ถือสา	5	5	3	2	0
ถือใจ	5	5	3	2	0
ถุลละ	5	5	3	2	0
ถูกขา	5	5	3	2	0
ถูกคอ	5	5	4	1	0
ถูกตา	5	5	3	2	0
ถูกใจ	5	5	3	2	0
ถเมิน	5	5	3	2	0
เถกิง	5	5	3	2	0
เถลิก	5	5	3	2	0
เถลิง	5	5	3	2	0
เถะ ๆ	5	4	1	3	0
เถียง	5	5	3	2	0
เถียร	5	5	3	2	0
เถือก	5	5	3	2	0
แถมพก	5	5	4	1	0
ไถกลบ	5	5	4	1	0
ไถคู่	5	5	2	2	1
ไถแปร	5	5	3	2	0
ทกล้า	5	5	3	1	1
ทดรอง	5	5	5	0	0
ทดลอง	5	5	5	0	0
ทดสอบ	5	5	5	0	0
ทดเลข	5	5	4	1	0
ทดแทน	5	5	4	1	0
ทนทาน	5	5	4	1	0
ทนโท่	5	5	3	1	1
ทบทวน	5	5	5	0	0
ทยาลุ	5	5	3	2	0
ทรทึง	5	5	4	1	0
ทรธึก	5	5	4	1	0
ทรนาว	5	5	4	1	0
ทรพิษ	5	5	4	1	0
ทรมาน	5	5	4	1	0
ทรมุก	5	5	4	1	0
ทรยุค	5	5	4	1	0
ทรราช	5	5	4	1	0
ทรวาร	5	5	4	1	0
ทรสาย	5	5	4	1	0
ทรสุม	5	5	4	1	0
ทรหวล	5	5	5	0	0
ทรหึง	5	5	4	1	0
ทรอึง	5	5	4	1	0
ทระนง	5	5	4	1	0
ทริทร	5	5	4	1	0
ทรเหล	5	5	4	1	0
ทฤษฎี	5	5	4	1	0
ทลอึง	5	5	4	1	0
ทวาบร	5	5	4	1	0
ทวาร-	5	5	3	1	0
ทวิช-	5	5	3	1	0
ทวิบถ	5	5	4	1	0
ทวิบท	5	5	4	1	0
ทวิระ	5	5	3	2	0
ทวีปี	5	5	3	2	0
ทศทิศ	5	5	4	1	0
ทศมาส	5	5	4	1	0
ทองกร	5	5	5	0	0
ทองคำ	5	5	4	1	0
ทองดำ	5	5	4	1	0
ทองทศ	5	5	5	0	0
ทองภู	5	5	4	1	0
ทองเค	5	5	4	1	0
ทองแป	5	5	4	1	0
ทองใบ	5	5	4	1	0
ทอดตา	5	5	4	1	0
ทอดแห	5	5	4	1	0
ทอย ๆ	5	4	3	1	0
ท่อลม	5	5	4	0	1
ทอหูก	5	5	4	1	0
ทอแสง	5	5	4	1	0
ท้อใจ	5	5	3	1	1
ทะงัน	5	5	3	2	0
ทะทัด	5	5	3	2	0
ทะทาย	5	5	3	2	0
ทะทึก	5	5	3	2	0
ทะนาน	5	5	3	2	0
ทะนุก	5	5	3	2	0
ทะมึน	5	5	3	2	0
ทะยาน	5	5	3	2	0
ทะลวง	5	5	4	1	0
ทะลอก	5	5	4	1	0
ทะลัก	5	5	3	2	0
ทะลาย	5	5	3	2	0
ทะวาย	5	5	3	2	0
ทะเวน	5	5	3	2	0
ทักข์	5	5	3	1	0
ทักษ-	5	5	3	1	0
ทักษะ	5	5	3	2	0
ทักษา	5	5	3	2	0
ทัคธ์	5	5	3	1	0
ทังวล	5	5	4	1	0
ทัณฑ-	5	5	3	1	0
ทัณฑะ	5	5	3	2	0
ทัณฑ์	5	5	3	1	0
ทัดทา	5	5	3	2	0
ทันต-	5	5	3	1	0
ทันตา	5	5	3	2	0
ทันตี	5	5	3	2	0
ทันต์	5	5	3	1	0
ทันที	5	5	3	2	0
ทันธ-	5	5	3	1	0
ทันธ์	5	5	3	1	0
ทันใจ	5	5	3	2	0
ทันใด	5	5	3	2	0
ทับถม	5	5	4	1	0
ทับแพ	5	5	3	2	0
ทัปนะ	5	5	3	2	0
ทัพพะ	5	5	3	2	0
ทัพพี	5	5	3	2	0
ทัศน-	5	5	3	1	0
ทัศนะ	5	5	3	2	0
ทัศนา	5	5	3	2	0
ทัศน์	5	5	3	1	0
ทัฬหะ	5	5	3	2	0
ทัฬหิ	5	5	3	2	0
ทัฬหี	5	5	3	2	0
ทางโท	5	5	3	2	0
ทางใน	5	5	3	2	0
ท่าที	5	5	2	2	1
ทานต์	5	5	3	1	0
ทานบน	5	5	4	1	0
ทายัช	5	5	3	2	0
ทายาด	5	5	3	2	0
ทายาท	5	5	3	2	0
ท่ารถ	5	5	3	1	1
ทารพี	5	5	3	2	0
ทารุณ	5	5	3	2	0
ทำคุณ	5	5	3	2	0
ทำตัว	5	5	3	2	0
ทำท่า	5	5	2	2	1
ทำนวย	5	5	4	1	0
ทำนอง	5	5	4	1	0
ทำนาย	5	5	3	2	0
ทำนูล	5	5	3	2	0
ทำบาป	5	5	3	2	0
ทำบุญ	5	5	3	2	0
ทำปลา	5	5	3	2	0
ทำพิษ	5	5	3	2	0
ทำฟัน	5	5	3	2	0
ทำมัง	5	5	3	2	0
ทำลาย	5	5	3	2	0
ทำลิง	5	5	3	2	0
ทำสาว	5	5	3	2	0
ทำเวร	5	5	3	2	0
ทำเอา	5	5	2	3	0
ทำโทษ	5	5	3	2	0
ทำให้	5	5	2	2	1
ทำไพ่	5	5	2	2	1
ทำไม้	5	5	2	2	1
ทิชชู	5	5	3	2	0
ทิฏฐะ	5	5	3	2	0
ทินกร	5	5	4	1	0
ทินาท	5	5	3	2	0
ทิพย-	5	5	3	1	0
ทิพย์	5	5	3	1	0
ทิวส-	5	5	3	1	0
ทิวสะ	5	5	3	2	0
ทีท่า	5	5	2	2	1
ทีนี้	5	5	2	2	1
ที่มา	5	5	2	2	1
ทีรฆ-	5	5	3	1	0
ทึม ๆ	5	4	2	2	0
ทุก ๆ	5	4	2	2	0
ทุกกฏ	5	5	4	1	0
ทุกข-	5	5	3	1	0
ทุกข์	5	5	3	1	0
ทุกที	5	5	3	2	0
ทุกร-	5	5	3	1	0
ทุกหน	5	5	4	1	0
ทุกัง	5	5	3	2	0
ทุคตะ	5	5	3	2	0
ทุคติ	5	5	3	2	0
ทุงงะ	5	5	3	2	0
ทุบตี	5	5	3	2	0
ทุบทู	5	5	3	2	0
ทุพพล	5	5	4	1	0
ทุมโน	5	5	3	2	0
ทุรคม	5	5	4	1	0
ทุรชน	5	5	4	1	0
ทุรพล	5	5	4	1	0
ทุรัศ	5	5	3	2	0
ทุศีล	5	5	3	2	0
ทุษฐ-	5	5	3	1	0
ทุสสะ	5	5	3	2	0
ทุเรศ	5	5	3	2	0
ทุเลา	5	5	2	3	0
ทูกัง	5	5	3	2	0
ทูลัง	5	5	3	2	0
ทเมิน	5	5	3	2	0
เทปูน	5	5	3	2	0
เทพจร	5	5	4	1	0
เทพดา	5	5	3	2	0
เทพนม	5	5	4	1	0
เทพย-	5	5	3	1	0
เทพิน	5	5	3	2	0
เทริด	5	5	3	2	0
เทวดา	5	5	3	2	0
เทวัญ	5	5	3	2	0
เทศนา	5	5	3	2	0
เทศน์	5	5	3	1	0
เทิ่ง	5	5	2	2	1
เทิ้ม	5	5	2	2	1
เทียง	5	5	3	2	0
เทียด	5	5	3	2	0
เทียน	5	5	3	2	0
เทียบ	5	5	3	2	0
เทียม	5	5	3	2	0
เทียร	5	5	3	2	0
เทียว	5	5	3	2	0
เทือก	5	5	3	2	0
เทือน	5	5	3	2	0
เทเวศ	5	5	3	2	0
แท้ ๆ	5	4	1	2	1
แทงใจ	5	5	3	2	0
แทตย์	5	5	3	1	0
โทง ๆ	5	4	2	2	0
โทหฬะ	5	5	3	2	0
โทโทษ	5	5	3	2	0
ไทรนก	5	5	4	1	0
ธงฉาน	5	5	4	1	0
ธงชัย	5	5	4	1	0
ธงชาย	5	5	4	1	0
ธงทิว	5	5	4	1	0
ธงราว	5	5	4	1	0
ธนบดี	5	5	4	1	0
ธนสาร	5	5	4	1	0
ธนาคม	5	5	4	1	0
ธนุร-	5	5	3	1	0
ธมกรก	5	5	5	0	0
ธรณิน	5	5	4	1	0
ธรณิศ	5	5	4	1	0
ธรมาน	5	5	4	1	0
ธรรม-	5	5	4	0	0
ธรรมะ	5	5	4	1	0
ธราดล	5	5	4	1	0
ธราธร	5	5	4	1	0
ธันยา	5	5	3	2	0
ธัมม-	5	5	3	1	0
ธัมมะ	5	5	3	2	0
ธาตรี	5	5	3	2	0
ธาตุ-	5	5	2	2	0
ธานิน	5	5	3	2	0
ธารณะ	5	5	3	2	0
ธารณา	5	5	3	2	0
ธุตตะ	5	5	3	2	0
เธียร	5	5	3	2	0
นกจาก	5	5	4	1	0
นกต่อ	5	5	4	0	1
นกยูง	5	5	4	1	0
นกรู้	5	5	3	1	1
นกเขา	5	5	3	2	0
นคเรศ	5	5	4	1	0
นงคุฐ	5	5	4	1	0
นงนุช	5	5	4	1	0
นงพาล	5	5	4	1	0
นงพุธ	5	5	4	1	0
นงราม	5	5	4	1	0
นงโพธ	5	5	4	1	0
นนตรา	5	5	4	1	0
นนทรี	5	5	4	1	0
นนทลี	5	5	4	1	0
นบนอบ	5	5	5	0	0
นพคุณ	5	5	4	1	0
นพนิต	5	5	4	1	0
นพปฎล	5	5	5	0	0
นพพวง	5	5	5	0	0
นพพัน	5	5	4	1	0
นพศูล	5	5	4	1	0
นภศูล	5	5	4	1	0
นมข้น	5	5	4	0	1
นมนาง	5	5	4	1	0
นมนาน	5	5	4	1	0
นมบอด	5	5	5	0	0
นมพวง	5	5	5	0	0
นมวัว	5	5	4	1	0
นมสาว	5	5	4	1	0
นมหนู	5	5	4	1	0
นมแมว	5	5	4	1	0
นมไม้	5	5	3	1	1
นรการ	5	5	4	1	0
นรนาถ	5	5	4	1	0
นรบดี	5	5	4	1	0
นรบาล	5	5	4	1	0
นรราช	5	5	4	1	0
นรากร	5	5	4	1	0
นริศร	5	5	4	1	0
นรเทพ	5	5	4	1	0
นฤตย-	5	5	4	0	0
นฤตย์	5	5	4	0	0
นฤนาท	5	5	4	1	0
นฤบดี	5	5	4	1	0
นฤบาล	5	5	4	1	0
นฤพาน	5	5	4	1	0
นฤมาณ	5	5	4	1	0
นฤมิต	5	5	4	1	0
นฤเทพ	5	5	4	1	0
นฤเบศ	5	5	4	1	0
นฤโฆษ	5	5	4	1	0
